GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),GPS Altitude(ft),Acceleration Sensor(Total)(g),Acceleration Sensor(Z axis)(g),Speed (OBD)(mph),Engine RPM(rpm),Engine Coolant Temperature(°C)
Sat Apr 13 15:07:49 CDT 2019,07:48.3,-88.20159237,41.83149644,0,11,180,0,0.17238252,6.7229185,7.2209125,0.025130823,590.5511856,0.025130823,0.636076689,0,684,-
Sat Apr 13 15:07:50 CDT 2019,07:49.3,-88.20159236,41.83149644,0,12,180,0,-0.019153614,6.8186865,7.201759,0.029975474,590.5511856,0.029975474,0.634124219,0,678,-
Sat Apr 13 15:07:51 CDT 2019,07:50.3,-88.20159237,41.83149644,0,11,180,0,-0.095768064,6.531382,7.374141,0.023199499,590.5511856,0.023199499,0.651696324,0,677,-
Sat Apr 13 15:07:52 CDT 2019,07:51.3,-88.20159238,41.83149644,0,11,180,0,1.3215994,7.469909,6.6846113,0.033074558,590.5511856,0.033074558,0.581407845,0,676,-
Sat Apr 13 15:07:53 CDT 2019,07:52.3,-88.20159237,41.83149643,0,11,180,0,0.32561144,6.6654577,7.297527,0.032339957,590.5511856,0.032339957,0.643886507,0,682,-
Sat Apr 13 15:07:54 CDT 2019,07:53.3,-88.20159238,41.83149642,0,10,180,0,0.63206923,6.6271505,7.393295,0.033152997,590.5511856,0.033152997,0.653648794,0,680,-
Sat Apr 13 15:07:55 CDT 2019,07:54.3,-88.20159238,41.83149642,0,10,180,0,-0.11492168,6.6079965,7.393295,0.029869854,590.5511856,0.029869854,0.653648794,0,682,-
Sat Apr 13 15:07:56 CDT 2019,07:55.3,-88.20159238,41.83149642,0,9,180,0,-0.80445176,6.8186865,7.1826053,0.029020688,590.5511856,0.029020688,0.63217175,0,681,-
Sat Apr 13 15:07:57 CDT 2019,07:56.3,-88.20159235,41.83149641,0,9,180,0,-0.17238252,6.339846,7.431602,0.014918149,590.5511856,0.014918149,0.657553673,0,681,-
Sat Apr 13 15:07:58 CDT 2019,07:57.3,-88.20159233,41.83149641,0,12,180,0,-0.15322891,6.5505357,7.3549876,0.02311021,590.5511856,0.023110211,0.649743855,0,681,-
Sat Apr 13 15:07:59 CDT 2019,07:58.3,-88.20159232,41.83149641,0,12,180,0,-0.24899697,6.5505357,7.5082164,0.035023153,590.5511856,0.035023153,0.66536355,0,684,-
Sat Apr 13 15:08:00 CDT 2019,07:59.3,-88.20159231,41.83149641,0,12,180,0,-0.19153613,6.493075,7.393295,0.023960292,590.5511856,0.023960292,0.653648794,0,684,-
Sat Apr 13 15:08:01 CDT 2019,08:00.3,-88.20159233,41.83149642,0,12,180,0,-0.2681506,6.991069,7.144298,0.038306534,590.5511856,0.038306534,0.628266871,0,684,-
Sat Apr 13 15:08:02 CDT 2019,08:01.3,-88.20159234,41.83149643,0,12,180,0,-0.91937345,6.9527617,7.0102224,0.029817045,590.5511856,0.029817045,0.614599645,0,680,-
Sat Apr 13 15:08:03 CDT 2019,08:02.3,-88.20159235,41.83149644,0,12,180,0,-0.9959879,7.086837,6.8186865,0.026627243,590.5511856,0.026627243,0.595075071,0,685,-
Sat Apr 13 15:08:04 CDT 2019,08:03.3,-88.20159235,41.83149644,0,12,180,0,-0.6512229,6.83784,7.1251445,0.02490399,590.5511856,0.02490399,0.626314402,0,677,-
Sat Apr 13 15:08:05 CDT 2019,08:04.3,-88.20159235,41.83149644,0,12,180,0,-0.80445176,6.8569937,7.1059904,0.02894932,590.5511856,0.02894932,0.624361873,0,677,-
Sat Apr 13 15:08:06 CDT 2019,08:05.3,-88.20159235,41.83149644,0,12,180,0,-0.7086837,6.8761473,7.029376,0.023973525,590.5511856,0.023973525,0.616552055,0,684,-
Sat Apr 13 15:08:07 CDT 2019,08:06.3,-88.20159235,41.83149644,0,12,180,0,-0.21068975,5.9759274,7.8912888,0.028269708,590.5511856,0.028269708,0.704412699,0,679,-
Sat Apr 13 15:08:08 CDT 2019,08:07.3,-88.20159235,41.83149644,0,12,180,0,-0.038307227,6.1100025,7.776367,0.022606164,590.5511856,0.022606164,0.692697942,0,673,-
Sat Apr 13 15:08:08 CDT 2019,08:08.3,-88.20159235,41.83149644,0,12,180,0,1.8579005,6.9527617,7.2209125,0.058226764,590.5511856,0.058226764,0.636076689,0,679,-
Sat Apr 13 15:08:10 CDT 2019,08:09.3,-88.20159237,41.83149643,0,13,180,0,-0.90021986,6.895301,7.0102224,0.025538981,590.5511856,0.035666406,0.634124219,0,682,-
Sat Apr 13 15:08:11 CDT 2019,08:10.3,-88.20159237,41.83149643,0,14,180,0,-0.6895301,6.9719152,7.0485296,0.032052934,590.5511856,0.032052934,0.618504524,0,681,-
Sat Apr 13 15:08:12 CDT 2019,08:11.3,-88.20159237,41.83149643,0,14,180,0,-1.2258313,6.9719152,7.2209125,0.02991853,590.5511856,0.029918529,0.636076689,0,687,-
Sat Apr 13 15:08:13 CDT 2019,08:12.3,-88.20159238,41.83149642,0,13,180,0,-0.6703765,6.588843,7.240066,0.019232213,590.5511856,0.019232213,0.638029158,0,677,-
Sat Apr 13 15:08:14 CDT 2019,08:13.3,-88.20159238,41.83149641,0,13,180,0,0.5554548,6.6079965,7.297527,0.024140418,590.5511856,0.024140418,0.643886507,0,678,-
Sat Apr 13 15:08:15 CDT 2019,08:14.3,-88.20159237,41.83149641,0,13,180,0,0.05746084,6.5696893,7.4507556,0.031606853,590.5511856,0.031606853,0.659506142,0,689,-
Sat Apr 13 15:08:16 CDT 2019,08:15.3,-88.20159236,41.8314964,0,13,180,0,0.9959879,6.8186865,7.1826053,0.030897098,590.5511856,0.030897098,0.63217175,0,681,-
Sat Apr 13 15:08:17 CDT 2019,08:16.3,-88.20159236,41.8314964,0,12,180,0,0.19153613,6.4547677,7.4507556,0.024070323,590.5511856,0.024070323,0.659506142,0,679,-
Sat Apr 13 15:08:18 CDT 2019,08:17.3,-88.20159235,41.83149639,0,12,180,0,2.3558946,7.374141,6.301539,0.03651911,590.5511856,0.03651911,0.542358696,0,681,-
Sat Apr 13 15:08:19 CDT 2019,08:18.3,-88.20159235,41.83149639,0,12,180,0,1.4939818,6.895301,6.991069,0.027399156,590.5511856,0.027399156,0.612647176,0,679,-
Sat Apr 13 15:08:20 CDT 2019,08:19.3,-88.20159232,41.83149639,0,12,180,0,1.2641385,6.5505357,7.3166804,0.02833575,590.5511856,0.02833575,0.645838976,0,683,-
Sat Apr 13 15:08:21 CDT 2019,08:20.3,-88.20159231,41.83149639,0,11,180,0,0.32561144,6.6079965,7.374141,0.028892696,590.5511856,0.028892696,0.651696324,0,675,-
Sat Apr 13 15:08:22 CDT 2019,08:21.3,-88.20159228,41.83149638,0,11,180,0,0.1340753,6.8761473,7.201759,0.034101665,590.5511856,0.034101665,0.634124219,0,677,-
Sat Apr 13 15:08:23 CDT 2019,08:22.3,-88.20159227,41.83149638,0,11,180,0,0.038307227,6.8761473,7.1059904,0.0283842,590.5511856,0.028384199,0.624361873,0,680,-
Sat Apr 13 15:08:24 CDT 2019,08:23.3,-88.20159227,41.83149638,0,11,180,0,0.019153614,6.83784,7.2209125,0.032735646,590.5511856,0.032735646,0.636076689,0,684,-
Sat Apr 13 15:08:25 CDT 2019,08:24.3,-88.20159228,41.83149638,0,11,180,0,0,6.646304,7.3549876,0.029507816,590.5511856,0.020854533,0.638029158,0,677,-
Sat Apr 13 15:08:26 CDT 2019,08:25.3,-88.2015923,41.83149638,0,11,180,0,0.019153614,6.6271505,7.3166804,0.028489875,590.5511856,0.028489875,0.645838976,0,678,-
Sat Apr 13 15:08:27 CDT 2019,08:26.3,-88.20159231,41.83149638,0,11,180,0,0.095768064,6.7612257,7.297527,0.030862663,590.5511856,0.030862663,0.643886507,0,679,-
Sat Apr 13 15:08:28 CDT 2019,08:27.3,-88.20159231,41.83149637,0,11,180,0,0.095768064,6.5505357,7.393295,0.025955498,590.5511856,0.025955498,0.653648794,0,678,-
Sat Apr 13 15:08:29 CDT 2019,08:28.3,-88.20159229,41.83149636,0,11,180,0,0.095768064,6.9719152,7.029376,0.028271616,590.5511856,0.028271616,0.616552055,0,681,-
Sat Apr 13 15:08:30 CDT 2019,08:29.3,-88.20159228,41.83149636,0,10,180,0,-0.19153613,6.6654577,7.240066,0.025150107,590.5511856,0.025150107,0.638029158,0,678,-
Sat Apr 13 15:08:31 CDT 2019,08:30.3,-88.20159226,41.83149636,0,11,180,0,1.0534488,6.531382,7.393295,0.032993138,590.5511856,0.032993138,0.653648794,0,682,-
Sat Apr 13 15:08:32 CDT 2019,08:31.3,-88.20159225,41.83149635,0,11,180,0,1.7812861,7.1826053,6.646304,0.03293115,590.5511856,0.032931149,0.577502966,0,684,-
Sat Apr 13 15:08:33 CDT 2019,08:32.3,-88.20159221,41.83149635,0,11,180,0,1.4939818,7.3549876,6.5696893,0.035758317,590.5511856,0.035758317,0.569693089,0,677,-
Sat Apr 13 15:08:34 CDT 2019,08:33.3,-88.2015922,41.83149634,0,11,180,0,1.2641385,7.067683,6.933608,0.031052968,590.5511856,0.031052968,0.606789768,0,682,-
Sat Apr 13 15:08:35 CDT 2019,08:34.3,-88.2015922,41.83149635,0,11,180,0,1.0342951,6.9527617,6.991069,0.031314738,590.5511856,0.031314738,0.612647176,0,686,-
Sat Apr 13 15:08:36 CDT 2019,08:35.3,-88.2015922,41.83149634,0,11,180,0,1.532289,7.297527,6.6654577,0.03852147,590.5511856,0.038521469,0.579455435,0,680,-
Sat Apr 13 15:08:37 CDT 2019,08:36.3,-88.20159221,41.83149634,0,11,180,0,1.4748282,7.5465236,6.2823853,0.031173885,590.5511856,0.031173885,0.540406227,0,682,-
Sat Apr 13 15:08:38 CDT 2019,08:37.3,-88.20159222,41.83149634,0,12,180,0,3.0454245,7.872135,5.3821654,0.035408184,590.5511856,0.035408184,0.448640704,0,681,-
Sat Apr 13 15:08:39 CDT 2019,08:38.3,-88.20159222,41.83149633,0,12,180,0,2.3750482,7.9104424,5.45878,0.028196037,590.5511856,0.028196037,0.456450522,0,687,-
Sat Apr 13 15:08:40 CDT 2019,08:39.3,-88.20159222,41.83149633,0,12,180,0,0.5554548,6.8761473,7.240066,0.0384112,590.5511856,0.0384112,0.638029158,0,676,-
Sat Apr 13 15:08:41 CDT 2019,08:40.3,-88.20159222,41.83149633,0,13,180,0,0.32561144,6.6846113,7.335834,0.03123039,590.5511856,0.03123039,0.647791445,0,683,-
Sat Apr 13 15:08:42 CDT 2019,08:41.3,-88.20159222,41.83149633,0,13,180,0,0.4405331,6.7612257,7.2783732,0.032254353,590.5511856,0.032254353,0.641934037,0,682,-
Sat Apr 13 15:08:43 CDT 2019,08:42.3,-88.20159222,41.83149633,0,13,180,0,0.36391866,6.4739213,7.489063,0.02879268,590.5511856,0.028792679,0.663411081,0,680,-
Sat Apr 13 15:08:44 CDT 2019,08:43.3,-88.20159222,41.83149632,0,13,180,0,0.24899697,6.4739213,7.469909,0.026954353,590.5511856,0.026954353,0.661458611,0,681,-
Sat Apr 13 15:08:45 CDT 2019,08:44.3,-88.20159222,41.83149632,0,13,180,0,0.2873042,6.493075,7.431602,0.025396883,590.5511856,0.025396883,0.657553673,0,681,-
Sat Apr 13 15:08:46 CDT 2019,08:45.3,-88.20159222,41.83149632,0,13,180,0,0.5554548,6.7803793,7.1634517,0.028734535,590.5511856,0.028734535,0.63021934,0,682,-
Sat Apr 13 15:08:47 CDT 2019,08:46.3,-88.20159221,41.83149632,0,13,180,0,0.5363012,6.9527617,7.1251445,0.03528577,590.5511856,0.035285771,0.626314402,0,679,-
Sat Apr 13 15:08:48 CDT 2019,08:47.3,-88.20159221,41.83149631,0,14,180,0,0.22984336,6.3781533,7.680599,0.03696674,590.5511856,0.036966741,0.682935655,0,678,-
Sat Apr 13 15:08:49 CDT 2019,08:48.3,-88.20159221,41.83149632,0,14,180,0,-0.038307227,6.6654577,7.3166804,0.027935445,590.5511856,0.027935445,0.645838976,0,683,-
Sat Apr 13 15:08:50 CDT 2019,08:49.3,-88.20159221,41.83149632,0,15,180,0,0.05746084,6.588843,7.4124484,0.02995947,590.5511856,0.02995947,0.655601263,0,680,-
Sat Apr 13 15:08:51 CDT 2019,08:50.3,-88.2015922,41.83149631,0,15,180,0,0.019153614,6.6654577,7.144298,0.015010059,590.5511856,0.015010059,0.628266871,0,680,-
Sat Apr 13 15:08:52 CDT 2019,08:51.3,-88.20159221,41.83149631,0,15,180,0,0,6.435614,7.5465236,0.030011356,590.5511856,0.030011356,0.669268429,0,678,-
Sat Apr 13 15:08:53 CDT 2019,08:52.3,-88.20159221,41.83149631,0,14,180,0,-0.40222588,7.0102224,7.0485296,0.03319055,590.5511856,0.033190548,0.618504524,0,683,-
Sat Apr 13 15:08:54 CDT 2019,08:53.3,-88.2015922,41.83149631,0,14,180,0,1.0534488,6.8186865,7.029376,0.01382529,590.5511856,0.012508086,0.604837358,0,680,-
Sat Apr 13 15:08:55 CDT 2019,08:54.3,-88.2015922,41.83149631,0,14,180,0,-0.4405331,7.4507556,6.397307,0.021061838,590.5511856,0.021061838,0.552120984,0,679,-
Sat Apr 13 15:08:56 CDT 2019,08:55.3,-88.2015922,41.83149631,0,14,180,0,-0.6703765,7.5848308,6.339846,0.029011548,590.5511856,0.029011548,0.546263576,0,680,-
Sat Apr 13 15:08:57 CDT 2019,08:56.3,-88.20159221,41.83149631,0,13,180,0,-0.5363012,7.6231384,6.1866174,0.021272957,590.5511856,0.021272957,0.53064394,0,682,-
Sat Apr 13 15:08:58 CDT 2019,08:57.3,-88.20159221,41.83149631,0,13,180,0,-0.6512229,7.489063,6.244078,0.015161216,590.5511856,0.015161216,0.536501348,0,686,-
Sat Apr 13 15:08:59 CDT 2019,08:58.3,-88.20159221,41.83149631,0,14,180,0,-0.63206923,7.872135,6.0142345,0.025065316,590.5511856,0.025065316,0.513071775,0,681,-
Sat Apr 13 15:09:00 CDT 2019,08:59.3,-88.2015922,41.83149632,0,13,180,0,-0.038307227,6.9144545,6.9527617,0.02486091,590.5511856,0.024860909,0.608742237,0,686,-
Sat Apr 13 15:09:01 CDT 2019,09:00.3,-88.20159219,41.83149632,0,13,180,0,0.11492168,6.703765,7.2783732,0.027754009,590.5511856,0.030597508,0.643886507,0,681,-
Sat Apr 13 15:09:02 CDT 2019,09:01.3,-88.20159218,41.83149633,0,13,180,0,0.076614454,6.83784,7.2209125,0.0327639,590.5511856,0.032763898,0.636076689,0,684,-
Sat Apr 13 15:09:03 CDT 2019,09:02.3,-88.20159218,41.83149634,0,13,180,0,0,6.8761473,7.144298,0.026196513,590.5511856,0.026196513,0.628266871,0,1373,-
Sat Apr 13 15:09:04 CDT 2019,09:03.3,-88.20159218,41.83149635,0,13,180,0,0.05746084,6.8569937,7.1826053,0.0260443,590.5511856,0.0260443,0.63217175,0,1017,-
Sat Apr 13 15:09:05 CDT 2019,09:04.3,-88.20159218,41.83149634,0,12,180,0,0.8619126,6.9144545,7.086837,0.03210932,590.5511856,0.03210932,0.622409463,0,704,-
Sat Apr 13 15:09:06 CDT 2019,09:05.3,-88.20159217,41.83149634,0,12,180,0,-0.7086837,4.0797195,10.553641,0.17464894,590.5511856,0.174648941,0.975804389,0,720,-
Sat Apr 13 15:09:06 CDT 2019,09:06.3,-88.20159217,41.83149634,0,12,180,0,-0.6703765,6.301539,8.887277,0.33806068,590.5511856,0.338060677,0.805940509,0,678,-
Sat Apr 13 15:09:08 CDT 2019,09:07.3,-88.20159218,41.83149634,0,12,180,0,-1.1683705,6.7612257,7.4507556,0.051499546,590.5511856,0.051499546,0.659506142,0,682,-
Sat Apr 13 15:09:09 CDT 2019,09:08.3,-88.2015922,41.83149633,0,11,180,0,-1.2066777,6.0716953,8.255207,0.07082766,590.5511856,0.070827663,0.741509378,0,678,-
Sat Apr 13 15:09:10 CDT 2019,09:09.3,-88.20159221,41.83149633,0,11,180,0,-2.3175871,4.1371803,8.734048,0.026746789,590.5511856,0.026746789,0.790320873,0,688,-
Sat Apr 13 15:09:11 CDT 2019,09:10.3,-88.20159222,41.83149633,0,11,180,0,-1.3982137,6.244078,7.0102224,-0.013476789,590.5511856,-0.013476789,0.614599645,0,666,-
Sat Apr 13 15:09:12 CDT 2019,09:11.3,-88.20159222,41.83149633,0,11,180,0,-1.1875241,5.9759274,7.6231384,0.013780713,590.5511856,0.013780713,0.677078307,0.62137121,598,-
Sat Apr 13 15:09:13 CDT 2019,09:12.3,-88.20159043,41.83149645,0.30528674,10,180,90.1,-1.3790601,5.995081,7.603985,0.002951622,590.5511856,0.002951622,0.659506142,1.242742419,611,-
Sat Apr 13 15:09:14 CDT 2019,09:13.3,-88.20159073,41.83150267,0.32015622,10,184,90.1,-0.49799395,5.1140146,7.9104424,0.024812631,603.6745453,0.024812631,0.706365168,1.242742419,739,-
Sat Apr 13 15:09:15 CDT 2019,09:14.3,-88.2015879,41.83150811,0.40521598,11,183,90.1,0.9959879,6.588843,7.776367,0.06292802,600.3937054,0.062928021,0.692697942,2.485484838,1159,-
Sat Apr 13 15:09:16 CDT 2019,09:15.3,-88.20157942,41.83151533,0.61846584,11,182,90.1,-0.21068975,6.435614,6.8186865,-0.024987161,597.1128654,-0.024987161,0.595075071,4.349598467,1451,-
Sat Apr 13 15:09:17 CDT 2019,09:16.3,-88.20156062,41.83153264,1.6609033,10,185,38.8,0.22984336,6.1100025,6.895301,-0.04157549,606.9553852,-0.041575491,0.602884889,6.213712096,1761,-
Sat Apr 13 15:09:18 CDT 2019,09:17.3,-88.20155102,41.831563,2.4639804,10,188,21.7,-0.6703765,5.765238,8.255207,0.043827005,616.797905,0.043827005,0.741509378,6.835083306,1297,-
Sat Apr 13 15:09:19 CDT 2019,09:18.3,-88.2015576,41.83159393,2.8419185,10,189,1.4,-2.3942018,6.83784,7.603985,0.08962196,620.0787449,0.089621961,0.675125837,8.077825725,1375,-
Sat Apr 13 15:09:20 CDT 2019,09:19.3,-88.2015824,41.83163017,3.541892,10,193,340.6,-0.8810662,6.7612257,7.335834,0.039920866,633.2021046,0.039920866,0.647791445,9.941939354,1464,-
Sat Apr 13 15:09:21 CDT 2019,09:20.3,-88.20162667,41.83166614,4.2900114,10,194,322.6,0.7278373,7.029376,7.1634517,0.030218989,636.4829445,0.030218989,0.63021934,11.18468177,1667,-
Sat Apr 13 15:09:22 CDT 2019,09:21.3,-88.20168137,41.83169619,4.4700446,10,194,310.2,0.36391866,6.6079965,7.0102224,0.001732409,636.4829445,0.001732409,0.614599645,12.42742419,1898,-
Sat Apr 13 15:09:23 CDT 2019,09:22.3,-88.20174223,41.8317222,4.60213,11,196,303.7,1.0342951,5.9184666,8.274361,0.061365664,643.0446243,0.061365664,0.743461788,12.42742419,1271,-
Sat Apr 13 15:09:24 CDT 2019,09:23.3,-88.20180495,41.8317418,4.83,10,196,297.5,0.9576807,6.4164605,6.646304,-0.03424108,643.0446243,-0.03424108,0.577502966,13.0487954,1281,-
Sat Apr 13 15:09:25 CDT 2019,09:24.3,-88.20192937,41.83176374,5.6100802,10,195,293.8,-0.2873042,6.0716953,5.650316,0.026469365,639.7637844,0.026469365,0.475975126,12.42742419,1247,-
Sat Apr 13 15:09:26 CDT 2019,09:25.3,-88.20199394,41.831795,5.420037,11,198,294.3,0.40222588,7.297527,7.73806,0.10400814,649.6063042,0.104008138,0.688793063,11.80605298,1187,-
Sat Apr 13 15:09:27 CDT 2019,09:26.3,-88.20205282,41.83181669,5.57,10,199,296.9,-0.47884035,5.707777,6.435614,-0.10277361,652.8871441,-0.102773607,0.556025863,11.18468177,1099,-
Sat Apr 13 15:09:28 CDT 2019,09:27.3,-88.20213835,41.83184189,6.1300325,11,197,296,1.8387469,6.14831,8.0445175,0.06799334,646.3254642,0.067993343,0.720032334,9.941939354,1010,-
Sat Apr 13 15:09:29 CDT 2019,09:28.3,-88.20217578,41.83185918,4.39329,10,199,305.3,-0.34476504,4.9416323,8.772355,0.0957361,652.8871441,0.095736101,0.794225752,8.699196935,884,-
Sat Apr 13 15:09:30 CDT 2019,09:29.3,-88.20219173,41.8318954,4.2137394,10,199,328,-1.8195933,5.3438582,8.236053,0.036839306,652.8871441,0.036839306,0.739556909,7.456454515,740,-
Sat Apr 13 15:09:31 CDT 2019,09:30.3,-88.20220275,41.83191634,3.5759475,11,199,338,-1.5705963,5.66947,8.293514,0.055512488,652.8871441,0.055512488,0.745414257,6.213712096,820,-
Sat Apr 13 15:09:32 CDT 2019,09:31.3,-88.20221206,41.83193872,3.1353626,11,198,339.9,-1.7238252,5.3247046,8.312668,0.020590378,649.6063042,0.020590378,0.747366726,6.213712096,764,-
Sat Apr 13 15:09:33 CDT 2019,09:32.3,-88.20215552,41.83197176,2.9406123,10,197,22.6,-1.5705963,5.8801594,7.5848308,0.01896739,646.3254642,0.01896739,0.673173368,6.835083306,1314,-
Sat Apr 13 15:09:34 CDT 2019,09:33.3,-88.20212351,41.83198965,2.8621147,10,197,45.3,-0.9768343,6.1866174,7.374141,0.005242586,646.3254642,0.005242586,0.651696324,8.077825725,1488,-
Sat Apr 13 15:09:35 CDT 2019,09:34.3,-88.20210281,41.83200838,2.8157592,11,197,45,-0.6703765,5.5737014,5.861006,-0.15369678,646.3254642,-0.153696775,0.49745214,8.699196935,1517,-
Sat Apr 13 15:09:36 CDT 2019,09:35.3,-88.20206018,41.83201334,3.2250273,11,197,56.2,1.1875241,7.1826053,5.9184666,-0.10770946,646.3254642,-0.10770946,0.503309548,10.56331056,1567,-
Sat Apr 13 15:09:37 CDT 2019,09:36.3,-88.20197276,41.83197877,4.7303805,10,196,100.2,-0.91937345,8.829816,4.807557,0.04812497,643.0446243,0.048124969,0.390066981,11.80605298,1768,-
Sat Apr 13 15:09:38 CDT 2019,09:37.3,-88.20191119,41.83196619,5.2521424,10,196,105.5,-0.22984336,8.42759,5.094861,0.02314061,643.0446243,0.023140609,0.419353813,13.0487954,1767,-
Sat Apr 13 15:09:39 CDT 2019,09:38.3,-88.20184672,41.83194141,5.5200815,10,196,111.2,-0.82360536,8.1402855,5.93762,0.019129843,643.0446243,0.019129843,0.505261958,13.67016661,1320,-
Sat Apr 13 15:09:40 CDT 2019,09:39.3,-88.20178766,41.83191661,5.8805447,9,194,113.1,-0.5554548,7.240066,7.0102224,0.04785639,636.4829445,0.04785639,0.614599645,13.0487954,1307,-
Sat Apr 13 15:09:41 CDT 2019,09:40.3,-88.20174196,41.831876,5.777283,9,192,113.7,-0.90021986,7.967903,5.6886234,0.02119118,629.9212646,0.02119118,0.479880035,13.0487954,1228,-
Sat Apr 13 15:09:42 CDT 2019,09:41.3,-88.20166504,41.83186143,5.6339154,11,192,111.3,-0.5746084,7.6231384,6.7612257,0.059337676,629.9212646,0.059337676,0.589217663,11.80605298,1167,-
Sat Apr 13 15:09:43 CDT 2019,09:42.3,-88.20159327,41.83185469,5.8610325,12,191,106.4,-0.7661445,6.991069,6.167464,0.027343437,626.6404247,0.027343437,0.528691471,9.320568144,936,-
Sat Apr 13 15:09:44 CDT 2019,09:43.3,-88.20157292,41.83183735,4.4000454,11,191,113.1,-0.30645782,7.5465236,6.703765,0.04843241,626.6404247,0.04843241,0.583360314,7.456454515,734,-
Sat Apr 13 15:09:45 CDT 2019,09:44.3,-88.20155633,41.8318359,3.070065,10,191,113.6,-0.7469909,7.1826053,6.6654577,0.020765126,626.6404247,0.020765126,0.579455435,4.970969677,827,-
Sat Apr 13 15:09:46 CDT 2019,09:45.3,-88.20153681,41.83182655,2.710664,10,192,113.4,-0.7086837,7.642292,6.2823853,0.03005284,629.9212646,0.030052841,0.540406227,1.864113629,680,-
Sat Apr 13 15:09:47 CDT 2019,09:46.3,-88.20149276,41.8318173,2.8202837,11,192,112.1,-0.38307226,8.963891,5.1140146,0.04339803,629.9212646,0.04339803,0.421306282,0,731,-
Sat Apr 13 15:09:48 CDT 2019,09:47.3,-88.20151265,41.83182996,0.5189412,10,193,112.1,-1.7812861,8.523358,4.7884035,0.0319739,633.2021046,0.031973898,0.388114512,0,0,-
Sat Apr 13 15:09:49 CDT 2019,09:48.3,-88.20152243,41.83183056,0.14,10,192,0,-1.6089035,8.350976,5.1523223,0.03261155,629.9212646,0.032611549,0.425211221,0,0,-
Sat Apr 13 15:09:50 CDT 2019,09:49.3,-88.20152928,41.83183573,0.48373547,10,191,112.1,-1.340753,8.580819,4.8458643,0.028851636,626.6404247,0.028851636,0.39397189,0,0,-
Sat Apr 13 15:09:51 CDT 2019,09:50.3,-88.20152419,41.83183488,0.21,10,190,0,-1.3790601,8.389283,4.999093,0.036249664,623.3595848,0.036249664,0.409591526,0,0,-
Sat Apr 13 15:09:52 CDT 2019,09:51.3,-88.20153223,41.83183461,0,10,190,0,-1.3982137,8.37013,5.094861,0.02797693,623.3595848,0.02797693,0.419353813,0,0,-
Sat Apr 13 15:09:53 CDT 2019,09:52.3,-88.20152754,41.83183121,0,10,191,0,-1.0726024,8.599973,4.999093,0.038882315,626.6404247,0.038882315,0.409591526,0,0,-
Sat Apr 13 15:09:54 CDT 2019,09:53.3,-88.20152664,41.83182821,0,11,190,0,-1.4748282,8.350976,5.2289367,0.027423419,623.3595848,0.027423419,0.433021069,0,0,-
Sat Apr 13 15:09:55 CDT 2019,09:54.3,-88.20152646,41.83182976,0,12,190,0,-0.82360536,8.389283,5.056554,0.021029532,623.3595848,0.021029532,0.415448904,0,0,-
Sat Apr 13 15:09:56 CDT 2019,09:55.3,-88.2015376,41.8318274,0,10,190,0,-0.63206923,8.446744,5.439626,0.045157373,623.3595848,0.045157373,0.454498082,0,0,-
Sat Apr 13 15:09:57 CDT 2019,09:56.3,-88.20153476,41.83182513,0,10,190,0,-0.61291564,8.676587,4.8267107,0.033032715,623.3595848,0.033032715,0.392019421,0,0,-
Sat Apr 13 15:09:58 CDT 2019,09:57.3,-88.20153644,41.83182262,0,10,191,0,-0.61291564,8.695741,4.903325,0.031966195,626.6404247,0.031966195,0.399829239,0,0,-
Sat Apr 13 15:09:59 CDT 2019,09:58.3,-88.20153482,41.83182719,0,10,191,0,-0.90021986,8.2169,5.6120086,0.03746277,626.6404247,0.037462771,0.472070187,0,0,-
Sat Apr 13 15:10:00 CDT 2019,09:59.3,-88.20153313,41.83182867,0,10,192,0,-0.9576807,8.255207,5.1523223,0.015752256,629.9212646,0.015752256,0.425211221,0,0,-
Sat Apr 13 15:10:01 CDT 2019,10:00.3,-88.20153185,41.83182897,0,9,192,0,-1.2066777,8.599973,4.8267107,0.035682276,629.9212646,0.035682276,0.392019421,0,0,-
Sat Apr 13 15:10:02 CDT 2019,10:01.3,-88.20152894,41.83182976,0,9,192,0,-1.3215994,8.101978,5.66947,0.03597766,629.9212646,0.035977662,0.477927595,0,0,-
Sat Apr 13 15:10:03 CDT 2019,10:02.3,-88.20153043,41.83182823,0,10,192,0,-1.2641385,8.331821,5.2289367,0.029969752,629.9212646,0.029969752,0.433021069,0,0,-
Sat Apr 13 15:10:04 CDT 2019,10:03.3,-88.20153163,41.83182711,0,9,192,0,-1.2449849,8.274361,5.3821654,0.033169806,629.9212646,0.033169806,0.452545613,0,0,-
Sat Apr 13 15:10:05 CDT 2019,10:04.3,-88.20153086,41.83182677,0,9,192,0,-1.1492168,8.312668,5.305551,0.029264167,629.9212646,0.029264167,0.440830886,0,0,-
Sat Apr 13 15:10:06 CDT 2019,10:05.3,-88.20153123,41.8318267,0,10,192,0,-1.340753,8.350976,5.267244,0.034692943,629.9212646,0.034692943,0.436925977,0,0,-
Sat Apr 13 15:10:07 CDT 2019,10:06.3,-88.20153126,41.8318267,0,10,192,0,-1.3790601,8.082825,5.535394,0.027476132,629.9212646,0.027476132,0.46426034,0,0,-
